<html> <head>  <title>AERONET Data Download (Version 3 Direct Sun)</title><h2>AERONET Data Download (Version 3 Direct Sun)</h2>
</head>
<body bgcolor= "#FFFFFF" 
><strong>AERONET Version 3<br>
</strong>Version 3: AOD Level 2.0<br>
The following data are automatically cloud cleared and quality assured with pre-field and post-field calibration applied.<br>
Contact: PI=Paulo_Artaxo; PI Email=artaxo@if.usp.br<br>
AERONET_Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,AOD_1640nm,AOD_1020nm,AOD_870nm,AOD_865nm,AOD_779nm,AOD_675nm,AOD_667nm,AOD_620nm,AOD_560nm,AOD_555nm,AOD_551nm,AOD_532nm,AOD_531nm,AOD_510nm,AOD_500nm,AOD_490nm,AOD_443nm,AOD_440nm,AOD_412nm,AOD_400nm,AOD_380nm,AOD_340nm,Precipitable_Water(cm),AOD_681nm,AOD_709nm,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,AOD_Empty,440-870_Angstrom_Exponent,380-500_Angstrom_Exponent,440-675_Angstrom_Exponent,500-870_Angstrom_Exponent,340-440_Angstrom_Exponent,440-675_Angstrom_Exponent[Polar],N[AOD_1640nm],N[AOD_1020nm],N[AOD_870nm],N[AOD_865nm],N[AOD_779nm],N[AOD_675nm],N[AOD_667nm],N[AOD_620nm],N[AOD_560nm],N[AOD_555nm],N[AOD_551nm],N[AOD_532nm],N[AOD_531nm],N[AOD_510nm],N[AOD_500nm],N[AOD_490nm],N[AOD_443nm],N[AOD_440nm],N[AOD_412nm],N[AOD_400nm],N[AOD_380nm],N[AOD_340nm],N[Precipitable_Water(cm)],N[AOD_681nm],N[AOD_709nm],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[AOD_Empty],N[440-870_Angstrom_Exponent],N[380-500_Angstrom_Exponent],N[440-675_Angstrom_Exponent],N[500-870_Angstrom_Exponent],N[340-440_Angstrom_Exponent],N[440-675_Angstrom_Exponent[Polar]],Data_Quality_Level,AERONET_Instrument_Number,AERONET_Site_Name,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m)<br>
Sao_Paulo,18:11:2011,12:00:00,322,-999.,0.040701,0.046531,-999.,-999.,0.057800,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.083806,-999.,-999.,0.096368,-999.,-999.,0.116524,0.128906,1.317903,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.087762,1.197156,1.201235,1.066998,1.112135,-999.,0,22,22,0,0,22,0,0,0,0,0,0,0,0,22,0,0,22,0,0,22,22,22,0,0,0,0,0,0,0,22,22,22,22,22,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,20:11:2011,12:00:00,324,-999.,0.042602,0.059644,-999.,-999.,0.085187,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.149044,-999.,-999.,0.178776,-999.,-999.,0.227189,0.265579,1.714115,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.650091,1.522731,1.759253,1.655395,1.498073,-999.,0,23,23,0,0,23,0,0,0,0,0,0,0,0,22,0,0,23,0,0,23,23,23,0,0,0,0,0,0,0,23,23,23,23,23,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,21:11:2011,12:00:00,325,-999.,0.060030,0.077715,-999.,-999.,0.106885,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.174108,-999.,-999.,0.206055,-999.,-999.,0.251784,0.282988,1.920157,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.469377,1.354018,1.572994,1.469946,1.233723,-999.,0,16,16,0,0,16,0,0,0,0,0,0,0,0,16,0,0,16,0,0,16,16,16,0,0,0,0,0,0,0,16,16,16,16,16,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,23:11:2011,12:00:00,327,-999.,0.036586,0.045436,-999.,-999.,0.060520,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.097134,-999.,-999.,0.113233,-999.,-999.,0.138599,0.155156,2.111847,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.380607,1.297942,1.488342,1.385253,1.198807,-999.,0,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,24:11:2011,12:00:00,328,-999.,0.038098,0.046903,-999.,-999.,0.059602,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.093406,-999.,-999.,0.109923,-999.,-999.,0.135797,0.152325,1.534347,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.278335,1.356021,1.435267,1.250860,1.214609,-999.,0,59,59,0,0,59,0,0,0,0,0,0,0,0,59,0,0,59,0,0,59,59,59,0,0,0,0,0,0,0,59,59,59,59,59,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,25:11:2011,12:00:00,329,-999.,0.089831,0.114594,-999.,-999.,0.164485,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.265106,-999.,-999.,0.319385,-999.,-999.,0.391634,0.440544,1.612829,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.502960,1.404361,1.553791,1.500907,1.195428,-999.,0,56,56,0,0,56,0,0,0,0,0,0,0,0,56,0,0,56,0,0,56,56,56,0,0,0,0,0,0,0,56,56,56,56,56,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,27:11:2011,12:00:00,331,-999.,0.102033,0.139348,-999.,-999.,0.213776,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.347056,-999.,-999.,0.406847,-999.,-999.,0.488342,0.549002,2.778867,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.560101,1.202959,1.495678,1.621489,1.102806,-999.,0,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,28:11:2011,12:00:00,332,-999.,0.082042,0.109343,-999.,-999.,0.159769,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.257633,-999.,-999.,0.300170,-999.,-999.,0.360275,0.404408,2.853702,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.516477,1.229583,1.509770,1.561673,1.154330,-999.,0,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,29:11:2011,12:00:00,333,-999.,0.083848,0.113505,-999.,-999.,0.169506,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.281904,-999.,-999.,0.332191,-999.,-999.,0.405591,0.457523,2.708994,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.614002,1.305314,1.608985,1.658587,1.183957,-999.,0,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,30:11:2011,12:00:00,334,-999.,0.040593,0.053321,-999.,-999.,0.076738,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.134210,-999.,-999.,0.158707,-999.,-999.,0.198562,0.228298,2.787718,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.636292,1.400060,1.732438,1.628764,1.377481,-999.,0,14,14,0,0,14,0,0,0,0,0,0,0,0,13,0,0,14,0,0,13,13,14,0,0,0,0,0,0,0,14,14,14,14,13,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,01:12:2011,12:00:00,335,-999.,0.043622,0.056414,-999.,-999.,0.082842,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.141973,-999.,-999.,0.170110,-999.,-999.,0.216380,0.250358,2.855339,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.635782,1.524325,1.690318,1.658410,1.458360,-999.,0,12,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12,0,0,12,12,12,0,0,0,0,0,0,0,12,12,12,12,12,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,04:12:2011,12:00:00,338,-999.,0.083764,0.113371,-999.,-999.,0.167587,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.273955,-999.,-999.,0.323235,-999.,-999.,0.387448,0.437523,2.371332,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.548212,1.253947,1.554337,1.584428,1.161113,-999.,0,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,05:12:2011,12:00:00,339,-999.,0.201483,0.267771,-999.,-999.,0.397177,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.607641,-999.,-999.,0.699108,-999.,-999.,0.811793,0.888079,2.908984,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.427241,1.058569,1.351774,1.486044,0.917036,-999.,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,3,3,3,3,3,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,08:12:2011,12:00:00,342,-999.,0.045279,0.055939,-999.,-999.,0.079431,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.135272,-999.,-999.,0.161124,-999.,-999.,0.203814,0.235786,3.218000,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.582065,1.469117,1.666387,1.598523,1.413146,-999.,0,8,8,0,0,8,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,11:12:2011,12:00:00,345,-999.,0.051231,0.059442,-999.,-999.,0.073251,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.101076,-999.,-999.,0.110842,-999.,-999.,0.128843,0.140721,1.841589,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.179814,1.133979,1.272276,1.205809,1.200744,-999.,0,33,33,0,0,33,0,0,0,0,0,0,0,0,33,0,0,33,0,0,33,33,33,0,0,0,0,0,0,0,33,33,33,33,33,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,12:12:2011,12:00:00,346,-999.,0.065739,0.082716,-999.,-999.,0.115079,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.188693,-999.,-999.,0.227406,-999.,-999.,0.283274,0.322025,1.775822,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.502343,1.461472,1.600286,1.492370,1.311374,-999.,0,46,46,0,0,46,0,0,0,0,0,0,0,0,46,0,0,46,0,0,46,46,46,0,0,0,0,0,0,0,46,46,46,46,46,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,13:12:2011,12:00:00,347,-999.,0.076592,0.094509,-999.,-999.,0.132635,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.213063,-999.,-999.,0.253176,-999.,-999.,0.312565,0.348347,2.257201,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.489611,1.422014,1.563387,1.492368,1.318483,-999.,0,24,24,0,0,24,0,0,0,0,0,0,0,0,24,0,0,24,0,0,24,23,24,0,0,0,0,0,0,0,24,24,24,24,24,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,15:12:2011,12:00:00,349,-999.,0.023351,0.030642,-999.,-999.,0.043789,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.080389,-999.,-999.,0.096726,-999.,-999.,0.126454,0.148724,2.944974,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.742644,1.649849,1.890813,1.756813,1.648375,-999.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,16:12:2011,12:00:00,350,-999.,0.055283,0.070022,-999.,-999.,0.099555,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.161174,-999.,-999.,0.192052,-999.,-999.,0.238568,0.272461,1.644826,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.502307,1.459157,1.568524,1.506999,1.391340,-999.,0,44,44,0,0,44,0,0,0,0,0,0,0,0,44,0,0,44,0,0,43,43,44,0,0,0,0,0,0,0,44,44,44,44,43,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,17:12:2011,12:00:00,351,-999.,0.046599,0.055463,-999.,-999.,0.074968,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.125057,-999.,-999.,0.150834,-999.,-999.,0.197585,0.235957,1.924183,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.501196,1.667247,1.652317,1.477935,1.712054,-999.,0,24,24,0,0,24,0,0,0,0,0,0,0,0,24,0,0,24,0,0,24,24,24,0,0,0,0,0,0,0,24,24,24,24,24,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,18:12:2011,12:00:00,352,-999.,0.055133,0.067368,-999.,-999.,0.094439,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.159084,-999.,-999.,0.194398,-999.,-999.,0.252631,0.298091,2.377553,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.581060,1.680354,1.700149,1.560351,1.629583,-999.,0,24,24,0,0,24,0,0,0,0,0,0,0,0,24,0,0,24,0,0,24,24,24,0,0,0,0,0,0,0,24,24,24,24,24,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,19:12:2011,12:00:00,353,-999.,0.041656,0.051093,-999.,-999.,0.069526,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.114210,-999.,-999.,0.137597,-999.,-999.,0.176838,0.205441,1.815809,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.477984,1.583796,1.604409,1.458493,1.520444,-999.,0,47,47,0,0,47,0,0,0,0,0,0,0,0,47,0,0,47,0,0,47,47,47,0,0,0,0,0,0,0,47,47,47,47,47,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,20:12:2011,12:00:00,354,-999.,0.064210,0.078527,-999.,-999.,0.109039,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.182142,-999.,-999.,0.221930,-999.,-999.,0.285878,0.335779,2.207814,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.545325,1.637392,1.671672,1.522326,1.588314,-999.,0,26,26,0,0,26,0,0,0,0,0,0,0,0,26,0,0,26,0,0,26,26,26,0,0,0,0,0,0,0,26,26,26,26,26,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,21:12:2011,12:00:00,355,-999.,0.083435,0.100411,-999.,-999.,0.139004,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.226492,-999.,-999.,0.277153,-999.,-999.,0.351744,0.398513,1.794423,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.467830,1.580879,1.589003,1.432626,1.414167,-999.,0,48,48,0,0,48,0,0,0,0,0,0,0,0,48,0,0,48,0,0,48,47,48,0,0,0,0,0,0,0,48,48,48,48,48,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,22:12:2011,12:00:00,356,-999.,0.078024,0.094106,-999.,-999.,0.131550,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.218174,-999.,-999.,0.266791,-999.,-999.,0.341833,0.399141,2.313615,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.544843,1.629023,1.656135,1.520248,1.532030,-999.,0,42,42,0,0,42,0,0,0,0,0,0,0,0,42,0,0,42,0,0,42,42,42,0,0,0,0,0,0,0,42,42,42,42,42,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,23:12:2011,12:00:00,357,-999.,0.058971,0.071808,-999.,-999.,0.101185,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.171174,-999.,-999.,0.208826,-999.,-999.,0.269119,0.313592,2.426683,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.577125,1.640141,1.693050,1.559267,1.543078,-999.,0,41,41,0,0,41,0,0,0,0,0,0,0,0,41,0,0,41,0,0,41,41,41,0,0,0,0,0,0,0,41,41,41,41,41,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,24:12:2011,12:00:00,358,-999.,0.073627,0.096065,-999.,-999.,0.149040,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.255891,-999.,-999.,0.311108,-999.,-999.,0.390384,0.443376,3.026055,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.748720,1.539517,1.746022,1.779295,1.388053,-999.,0,22,22,0,0,22,0,0,0,0,0,0,0,0,22,0,0,22,0,0,22,21,22,0,0,0,0,0,0,0,22,22,22,22,22,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,25:12:2011,12:00:00,359,-999.,0.078738,0.108109,-999.,-999.,0.164372,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.272609,-999.,-999.,0.317857,-999.,-999.,0.382496,0.433413,3.480868,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.612379,1.230747,1.573648,1.677020,1.185525,-999.,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,27:12:2011,12:00:00,361,-999.,0.045188,0.056543,-999.,-999.,0.079506,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.127772,-999.,-999.,0.148571,-999.,-999.,0.181602,0.202910,2.328896,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.422764,1.342942,1.501108,1.442190,1.285655,-999.,0,15,15,0,0,15,0,0,0,0,0,0,0,0,15,0,0,15,0,0,15,15,15,0,0,0,0,0,0,0,15,15,15,15,15,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,30:12:2011,12:00:00,364,-999.,0.125747,0.165319,-999.,-999.,0.246191,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.398170,-999.,-999.,0.470752,-999.,-999.,0.567848,0.637705,3.059470,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.534065,1.256480,1.512218,1.573323,1.120952,-999.,0,9,9,0,0,9,0,0,0,0,0,0,0,0,9,0,0,9,0,0,9,9,9,0,0,0,0,0,0,0,9,9,9,9,9,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,02:01:2012,12:00:00,2,-999.,0.031519,0.040084,-999.,-999.,0.049923,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.080612,-999.,-999.,0.089695,-999.,-999.,0.110522,0.131233,2.490910,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.250288,1.143674,1.413793,1.282088,1.456100,-999.,0,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,03:01:2012,12:00:00,3,-999.,0.046588,0.052424,-999.,-999.,0.063299,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.091426,-999.,-999.,0.104448,-999.,-999.,0.128080,0.143732,1.988961,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.042791,1.229429,1.186377,1.016214,1.222111,-999.,0,17,17,0,0,17,0,0,0,0,0,0,0,0,17,0,0,17,0,0,17,17,17,0,0,0,0,0,0,0,17,17,17,17,17,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,04:01:2012,12:00:00,4,-999.,0.059738,0.071851,-999.,-999.,0.096531,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.153804,-999.,-999.,0.185136,-999.,-999.,0.233425,0.266375,1.786158,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.370114,1.479765,1.491616,1.340972,1.323834,-999.,0,53,53,0,0,53,0,0,0,0,0,0,0,0,53,0,0,53,0,0,53,53,53,0,0,0,0,0,0,0,53,53,53,53,53,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,05:01:2012,12:00:00,5,-999.,0.091190,0.112717,-999.,-999.,0.159282,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.262871,-999.,-999.,0.321320,-999.,-999.,0.405848,0.466278,2.315870,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.540876,1.556352,1.632451,1.521004,1.387941,-999.,0,24,24,0,0,24,0,0,0,0,0,0,0,0,24,0,0,24,0,0,24,24,24,0,0,0,0,0,0,0,24,24,24,24,24,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,07:01:2012,12:00:00,7,-999.,0.039778,0.051895,-999.,-999.,0.076272,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.135174,-999.,-999.,0.164448,-999.,-999.,0.212275,0.245892,2.820002,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.709759,1.620545,1.800154,1.720750,1.508917,-999.,0,12,12,0,0,12,0,0,0,0,0,0,0,0,12,0,0,12,0,0,12,12,12,0,0,0,0,0,0,0,12,12,12,12,12,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,08:01:2012,12:00:00,8,-999.,0.092528,0.129661,-999.,-999.,0.202741,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.334914,-999.,-999.,0.391885,-999.,-999.,0.470413,0.525946,3.033203,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.623008,1.216882,1.548496,1.694613,1.117300,-999.,0,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,09:01:2012,12:00:00,9,-999.,0.032020,0.040053,-999.,-999.,0.053320,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.088090,-999.,-999.,0.099095,-999.,-999.,0.122615,0.141489,2.914250,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.375095,1.158940,1.470191,1.434693,1.301966,-999.,0,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,12:01:2012,12:00:00,12,-999.,0.028689,0.036606,-999.,-999.,0.045877,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.077205,-999.,-999.,0.089038,-999.,-999.,0.109803,0.124488,2.833035,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.368827,1.281731,1.598519,1.364068,1.299897,-999.,0,5,5,0,0,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,5,5,0,0,0,0,0,0,0,5,5,5,5,5,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,18:01:2012,12:00:00,18,-999.,-999.,0.149041,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.650974,-999.,-999.,0.912236,1.651315,2.847773,-999.,-999.,-999.,-999.,-999.,-999.,-999.,2.170897,2.281561,-999.,-999.,3.488380,-999.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,24:01:2012,12:00:00,24,-999.,0.036320,0.043602,-999.,-999.,0.059700,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.097949,-999.,-999.,0.115603,-999.,-999.,0.145337,0.160797,3.202209,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.467367,1.436705,1.569305,1.473811,1.277491,-999.,0,22,22,0,0,22,0,0,0,0,0,0,0,0,22,0,0,22,0,0,22,22,22,0,0,0,0,0,0,0,22,22,22,22,22,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,25:01:2012,12:00:00,25,-999.,0.038716,0.047295,-999.,-999.,0.063622,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.110799,-999.,-999.,0.130173,-999.,-999.,0.163555,0.188843,3.558733,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.481022,1.361410,1.646159,1.488944,1.322455,-999.,0,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,4,4,4,4,4,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,28:01:2012,12:00:00,28,-999.,0.019603,0.022494,-999.,-999.,0.026077,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.040279,-999.,-999.,0.044262,-999.,-999.,0.055862,0.062034,2.045974,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.054034,1.192074,1.270082,1.061950,1.293670,-999.,0,11,11,0,0,11,0,0,0,0,0,0,0,0,11,0,0,11,0,0,11,11,11,0,0,0,0,0,0,0,11,11,11,11,11,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,29:01:2012,12:00:00,29,-999.,0.032749,0.038981,-999.,-999.,0.046473,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.072803,-999.,-999.,0.082570,-999.,-999.,0.100829,0.115904,2.048275,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.116062,1.133561,1.323981,1.106726,1.264465,-999.,0,10,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,10,10,0,0,0,0,0,0,0,10,10,10,10,10,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
Sao_Paulo,30:01:2012,12:00:00,30,-999.,0.040965,0.051284,-999.,-999.,0.068059,-999.,-999.,-999.,-999.,-999.,-999.,-999.,-999.,0.109689,-999.,-999.,0.129674,-999.,-999.,0.159109,0.179122,1.500767,-999.,-999.,-999.,-999.,-999.,-999.,-999.,1.332490,1.367800,1.485038,1.313727,1.278975,-999.,0,41,41,0,0,41,0,0,0,0,0,0,0,0,41,0,0,41,0,0,41,41,41,0,0,0,0,0,0,0,41,41,41,41,41,0,lev20,195,Sao_Paulo,-23.561500,-46.734983,786.000000<br>
